"","SiteKey","PlotKey","LineKey","Species","cover","cover2","coverCount","coverPercent","coverPercent2","LineID","PlotID","SiteID"
"79",1508051017182311,1508051022469291,"1508051026336517","UNKM",0,0,0,0,0,"2","TR02","TR"
"80",1508051017182311,1508051022469291,"1508051026336517","JUOS",0,0,0,0,0,"2","TR02","TR"
"81",1508051017182311,1508051022469291,"1508051026336517","ASTRA2",0,0,0,0,0,"2","TR02","TR"
"82",1508051017182311,1508051022469291,"1508051026336517","UNKSEEDLING",0,0,0,0,0,"2","TR02","TR"
"83",1508051017182311,1508051022469291,"1508051026336517","COWRW",0,0,0,0,0,"2","TR02","TR"
"84",1508051017182311,1508051022469291,"1508051026336517","PEPU7",0,0,0,0,0,"2","TR02","TR"
"85",1508051017182311,1508051022469291,"1508051026336517","PHLO2",0,0,0,0,0,"2","TR02","TR"
"86",1508051017182311,1508051022469291,"1508051026336517","VUOC",0,0,0,0,0,"2","TR02","TR"
"87",1508051017182311,1508051022469291,"1508051026336517","PAMU11",0,0,0,0,0,"2","TR02","TR"
"88",1508051017182311,1508051022469291,"1508051026336517","CHVI8",0,0,0,0,0,"2","TR02","TR"
"89",1508051017182311,1508051022469291,"1508051026336517","LEMO3",0,0,0,0,0,"2","TR02","TR"
"90",1508051017182311,1508051022469291,"1508051026336517","BRTE",2,0,2,0.04,4,"2","TR02","TR"
"91",1508051017182311,1508051022469291,"1508051026336517","MAPI",0,0,0,0,0,"2","TR02","TR"
"92",1508051017182311,1508051022469291,"1508051026336517","IPRO",0,0,0,0,0,"2","TR02","TR"
"93",1508051017182311,1508051022469291,"1508051026336517","BOGR2",0,0,0,0,0,"2","TR02","TR"
"94",1508051017182311,1508051022469291,"1508051026336517","ASAM5",0,0,0,0,0,"2","TR02","TR"
"95",1508051017182311,1508051022469291,"1508051026336517","OPPO",0,0,0,0,0,"2","TR02","TR"
"96",1508051017182311,1508051022469291,"1508051026336517","GUSA2",0,0,0,0,0,"2","TR02","TR"
"97",1508051017182311,1508051022469291,"1508051026334660","SCLI",2,0,2,0.04,4,"3","TR02","TR"
"98",1508051017182311,1508051022469291,"1508051026334660","ATCO",0,0,0,0,0,"3","TR02","TR"
"99",1508051017182311,1508051022469291,"1508051026334660","SAUU3",0,0,0,0,0,"3","TR02","TR"
"100",1508051017182311,1508051022469291,"1508051026334660","POFE",0,0,0,0,0,"3","TR02","TR"
"101",1508051017182311,1508051022469291,"1508051026334660","PIED",0,0,0,0,0,"3","TR02","TR"
"102",1508051017182311,1508051022469291,"1508051026334660","ERNA10",0,0,0,0,0,"3","TR02","TR"
"103",1508051017182311,1508051022469291,"1508051026334660","HECO26",0,0,0,0,0,"3","TR02","TR"
"104",1508051017182311,1508051022469291,"1508051026334660","HL",38,1,39,0.78,78,"3","TR02","TR"
"105",1508051017182311,1508051022469291,"1508051026334660","ERLO4",0,0,0,0,0,"3","TR02","TR"
"106",1508051017182311,1508051022469291,"1508051026334660","THAU3",0,0,0,0,0,"3","TR02","TR"
"107",1508051017182311,1508051022469291,"1508051026334660","BOGR2",0,0,0,0,0,"3","TR02","TR"
"108",1508051017182311,1508051022469291,"1508051026334660","WL",4,0,4,0.08,8,"3","TR02","TR"
"109",1508051017182311,1508051022469291,"1508051026334660","KRLA2",0,0,0,0,0,"3","TR02","TR"
"110",1508051017182311,1508051022469291,"1508051026334660","SAVE4",0,0,0,0,0,"3","TR02","TR"
"111",1508051017182311,1508051022469291,"1508051026334660","LAOC3",0,0,0,0,0,"3","TR02","TR"
"112",1508051017182311,1508051022469291,"1508051026334660","LARE",0,0,0,0,0,"3","TR02","TR"
"113",1508051017182311,1508051022469291,"1508051026334660","ASTRA01",0,0,0,0,0,"3","TR02","TR"
"114",1508051017182311,1508051022469291,"1508051026334660","IPRO",0,0,0,0,0,"3","TR02","TR"
"115",1508051017182311,1508051022469291,"1508051026336517","ERIGE2",0,0,0,0,0,"2","TR02","TR"
"116",1508051017182311,1508051022469291,"1508051026336517","LESA4",0,0,0,0,0,"2","TR02","TR"
"117",1508051017182311,1508051022469291,"1508051026334660","LEMO2",0,0,0,0,0,"3","TR02","TR"
"118",1508051017182311,1508051022469291,"1508051026334660","IPPU4",0,0,0,0,0,"3","TR02","TR"
"119",1508051017182311,1508051022469291,"1508051026334660","BRTE",0,0,0,0,0,"3","TR02","TR"
"120",1508051017182311,1508051022469291,"1508051026334660","LESA4",0,0,0,0,0,"3","TR02","TR"
"121",1508051017182311,1508051022469291,"1508051026334660","JUOS",0,0,0,0,0,"3","TR02","TR"
"122",1508051017182311,1508051022469291,"1508051026334660","COWRW",0,0,0,0,0,"3","TR02","TR"
"123",1508051017182311,1508051022469291,"1508051026334660","ATCA2",0,0,0,0,0,"3","TR02","TR"
"124",1508051017182311,1508051022469291,"1508051026334660","ASAM5",0,0,0,0,0,"3","TR02","TR"
"125",1508051017182311,1508051022469291,"1508051026334660","PHHOC",0,0,0,0,0,"3","TR02","TR"
"126",1508051017182311,1508051022469291,"1508051026334660","VUOC",0,0,0,0,0,"3","TR02","TR"
"127",1508051017182311,1508051022469291,"1508051026334660","MAPI",0,0,0,0,0,"3","TR02","TR"
"128",1508051017182311,1508051022469291,"1508051026334660","TRDU",0,0,0,0,0,"3","TR02","TR"
"129",1508051017182311,1508051022469291,"1508051026334660","UNKSEEDLING",0,0,0,0,0,"3","TR02","TR"
"130",1508051017182311,1508051022469291,"1508051026334660","CHER2",0,0,0,0,0,"3","TR02","TR"
"131",1508051017182311,1508051022469291,"1508051026334660","PHLO2",0,0,0,0,0,"3","TR02","TR"
"132",1508051017182311,1508051022469291,"1508051026334660","ASTRA2",0,0,0,0,0,"3","TR02","TR"
"133",1508051017182311,1508051022469291,"1508051026334660","TOAN",0,0,0,0,0,"3","TR02","TR"
"134",1508051017182311,1508051022469291,"1508051026334660","DEPI",0,0,0,0,0,"3","TR02","TR"
"135",1508051017182311,1508051022469291,"1508051026336517","ERCI6",0,0,0,0,0,"2","TR02","TR"
"136",1508051017182311,1508051022469291,"1508051026336517","PEBR9",0,0,0,0,0,"2","TR02","TR"
"137",1508051017182311,1508051022469291,"1508051026336517","MAVU",0,0,0,0,0,"2","TR02","TR"
"138",1508051017182311,1508051022469291,"1508051026336517","CHER2",0,0,0,0,0,"2","TR02","TR"
"139",1508051017182311,1508051022469291,"1508051026336517","CHDE2",0,0,0,0,0,"2","TR02","TR"
"140",1508051017182311,1508051022469291,"1508051026336517","CRMI",0,0,0,0,0,"2","TR02","TR"
"141",1508051017182311,1508051022469291,"1508051026336517","ERLE10",0,0,0,0,0,"2","TR02","TR"
"142",1508051017182311,1508051022469291,"1508051026336517","DEPI",0,0,0,0,0,"2","TR02","TR"
"143",1508051017182311,1508051022469291,"1508051026336517","ORFA",0,0,0,0,0,"2","TR02","TR"
"144",1508051017182311,1508051022469291,"1508051026336517","ERPU9",0,0,0,0,0,"2","TR02","TR"
"145",1508051017182311,1508051022469291,"1508051026336517","DRCU",0,0,0,0,0,"2","TR02","TR"
"146",1508051017182311,1508051022469291,"1508051026336517","BUNKF01",0,0,0,0,0,"2","TR02","TR"
"147",1508051017182311,1508051022469291,"1508051026336517","ERCO27",2,0,2,0.04,4,"2","TR02","TR"
"148",1508051017182311,1508051022469291,"1508051026336517","S",1,0,1,0.02,2,"2","TR02","TR"
"149",1508051017182311,1508051022469291,"1508051026338261","PHRE9",0,0,0,0,0,"1","TR02","TR"
"150",1508051017182311,1508051022469291,"1508051026338261","PIED",0,0,0,0,0,"1","TR02","TR"
"151",1508051017182311,1508051022469291,"1508051026338261","SATR12",9,1,10,0.2,20,"1","TR02","TR"
"152",1508051017182311,1508051022469291,"1508051026338261","JUOS",0,0,0,0,0,"1","TR02","TR"
"153",1508051017182311,1508051022469291,"1508051026338261","OECA10",0,0,0,0,0,"1","TR02","TR"
"154",1508051017182311,1508051022469291,"1508051026338261","SCLI",1,0,1,0.02,2,"1","TR02","TR"
"155",1508051017182311,1508051022469291,"1508051026338261","LAOC3",8,0,8,0.16,16,"1","TR02","TR"
"156",1508051017182311,1508051022469291,"1508051026334660","OPPO",0,0,0,0,0,"3","TR02","TR"
"157",1508051017182311,1508051022469291,"1508051026336517","ARPU9",0,0,0,0,0,"2","TR02","TR"
"158",1508051017182311,1508051022469291,"1508051026336517","PHAU3",0,0,0,0,0,"2","TR02","TR"
"159",1508051017182311,1508051022469291,"1508051026336517","SPCR",0,0,0,0,0,"2","TR02","TR"
"160",1508051017182311,1508051022469291,"1508051026336517","SPCO",6,0,6,0.12,12,"2","TR02","TR"
"161",1508051017182311,1508051022469291,"1508051026336517","HECO26",0,0,0,0,0,"2","TR02","TR"
"162",1508051017182311,1508051022469291,"1508051026336517","HL",35,1,36,0.72,72,"2","TR02","TR"
"163",1508051017182311,1508051022469291,"1508051026336517","POFE",0,0,0,0,0,"2","TR02","TR"
"164",1508051017182311,1508051022469291,"1508051026336517","PHHOC",0,0,0,0,0,"2","TR02","TR"
"165",1508051017182311,1508051022469291,"1508051026336517","KRLA2",0,0,0,0,0,"2","TR02","TR"
"166",1508051017182311,1508051022469291,"1508051026336517","ASTRA",0,0,0,0,0,"2","TR02","TR"
"167",1508051017182311,1508051022469291,"1508051026336517","ARTR2",10,0,10,0.2,20,"2","TR02","TR"
"168",1508051017182311,1508051022469291,"1508051026336517","ASTRA01",0,0,0,0,0,"2","TR02","TR"
"169",1508051017182311,1508051022469291,"1508051026336517","ARFR4",0,0,0,0,0,"2","TR02","TR"
"170",1508051017182311,1508051022469291,"1508051026336517","ELEL5",8,0,8,0.16,16,"2","TR02","TR"
"171",1508051017182311,1508051022469291,"1508051026336517","IPPU4",0,0,0,0,0,"2","TR02","TR"
"172",1508051017182311,1508051022469291,"1508051026336517","HYFI",0,0,0,0,0,"2","TR02","TR"
"173",1508051017182311,1508051022469291,"1508051026336517","None",10,0,10,0.2,20,"2","TR02","TR"
"174",1508051017182311,1508051022469291,"1508051026336517","SAVE4",0,0,0,0,0,"2","TR02","TR"
"175",1508051017182311,1508051022469291,"1508051026336517","LAOC3",3,0,3,0.06,6,"2","TR02","TR"
"176",1508051017182311,1508051022469291,"1508051026336517","SATR12",2,0,2,0.04,4,"2","TR02","TR"
"177",1508051017182311,1508051022469291,"1508051026336517","TOAN",0,0,0,0,0,"2","TR02","TR"
"178",1508051017182311,1508051022469291,"1508051026336517","ADLE",0,0,0,0,0,"2","TR02","TR"
"179",1508051017182311,1508051022469291,"1508051026336517","ARNO4",0,0,0,0,0,"2","TR02","TR"
"180",1508051017182311,1508051022469291,"1508051026336517","PIED",0,0,0,0,0,"2","TR02","TR"
"181",1508051017182311,1508051022469291,"1508051026336517","ERNA10",0,0,0,0,0,"2","TR02","TR"
"182",1508051017182311,1508051022469291,"1508051026336517","ERIGERON SP.",0,0,0,0,0,"2","TR02","TR"
"183",1508051017182311,1508051022469291,"1508051026336517","TRDU",0,0,0,0,0,"2","TR02","TR"
"184",1508051017182311,1508051022469291,"1508051026336517","LEMO2",0,0,0,0,0,"2","TR02","TR"
"185",1508051017182311,1508051022469291,"1508051026336517","THAU3",0,0,0,0,0,"2","TR02","TR"
"186",1508051017182311,1508051022469291,"1508051026336517","WL",0,0,0,0,0,"2","TR02","TR"
"187",1508051017182311,1508051022469291,"1508051026336517","SAUU3",0,0,0,0,0,"2","TR02","TR"
"188",1508051017182311,1508051022469291,"1508051026336517","ATCO",0,0,0,0,0,"2","TR02","TR"
"189",1508051017182311,1508051022469291,"1508051026336517","ATCA2",0,0,0,0,0,"2","TR02","TR"
"190",1508051017182311,1508051022469291,"1508051026336517","LARE",0,0,0,0,0,"2","TR02","TR"
"191",1508051017182311,1508051022469291,"1508051026336517","PLJA",0,0,0,0,0,"2","TR02","TR"
"192",1508051017182311,1508051022469291,"1508051026336517","PLPA2",0,0,0,0,0,"2","TR02","TR"
"193",1508051017182311,1508051022469291,"1508051026336517","ERLO4",0,0,0,0,0,"2","TR02","TR"
"194",1508051017182311,1508051022469291,"1508051026336517","OECA10",0,0,0,0,0,"2","TR02","TR"
"195",1508051017182311,1508051022469291,"1508051026336517","PASM",0,0,0,0,0,"2","TR02","TR"
"196",1508051017182311,1508051100345780,"1508051100403159","CRMI",0,0,0,0,0,"2","TR01","TR"
"197",1508051017182311,1508051100345780,"1508051100403159","ERLE10",0,0,0,0,0,"2","TR01","TR"
"198",1508051017182311,1508051100345780,"1508051100403159","LEMO2",0,0,0,0,0,"2","TR01","TR"
"199",1508051017182311,1508051100345780,"1508051100403159","UNKM",0,0,0,0,0,"2","TR01","TR"
"200",1508051017182311,1508051100345780,"1508051100403159","THAU3",0,0,0,0,0,"2","TR01","TR"
"201",1508051017182311,1508051100345780,"1508051100403159","CHER2",0,0,0,0,0,"2","TR01","TR"
"202",1508051017182311,1508051100345780,"1508051100403159","MAPI",0,0,0,0,0,"2","TR01","TR"
"203",1508051017182311,1508051100345780,"1508051100403159","ASTRA01",0,0,0,0,0,"2","TR01","TR"
"204",1508051017182311,1508051100345780,"1508051100403159","BUNKF01",0,0,0,0,0,"2","TR01","TR"
"205",1508051017182311,1508051100345780,"1508051100403159","SPCR",0,0,0,0,0,"2","TR01","TR"
"206",1508051017182311,1508051100345780,"1508051100403159","TOAN",0,0,0,0,0,"2","TR01","TR"
"207",1508051017182311,1508051100345780,"1508051100403159","CHVI8",0,0,0,0,0,"2","TR01","TR"
"208",1508051017182311,1508051100345780,"1508051100403159","POFE",0,0,0,0,0,"2","TR01","TR"
"209",1508051017182311,1508051100345780,"1508051100403159","ERCI6",0,0,0,0,0,"2","TR01","TR"
"210",1508051017182311,1508051100345780,"1508051100403159","ERIGERON SP.",0,0,0,0,0,"2","TR01","TR"
"211",1508051017182311,1508051100345780,"1508051100403159","LESA4",0,0,0,0,0,"2","TR01","TR"
"212",1508051017182311,1508051100345780,"1508051100403159","ERPU9",0,0,0,0,0,"2","TR01","TR"
"213",1508051017182311,1508051100345780,"1508051100403159","DRCU",0,0,0,0,0,"2","TR01","TR"
"214",1508051017182311,1508051100345780,"1508051100403159","CHDE2",0,0,0,0,0,"2","TR01","TR"
